experiment,i,M,base,pm,lora,q,BS,GAS,GBS,beam,tGPU,gGPU
CunningJango,3,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,66.,44.
CunningJango,2,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,66.,44.
CunningJango,1,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,66.,44.
MysteriousDantooine,11,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,10,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,9,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,8,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,7,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,6,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,5,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,4,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,3,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,2,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
MysteriousDantooine,1,h,CaptivatingDromundKaas/11,13,32,nf4,256,128,6,3,65.,54.
ExuberantZeb,10,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,9,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,8,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,7,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,6,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,5,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,4,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,3,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,2,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
ExuberantZeb,1,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,47.
RelentlessSavage,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
RelentlessSavage,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,69.,46.
HarmoniousBoba,11,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,10,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,9,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,8,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,7,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,6,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,5,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,4,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,3,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,2,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
HarmoniousBoba,1,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,38.
EpicYoda,21,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,20,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,19,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,18,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,17,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,16,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,15,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,14,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,13,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,12,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,11,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,10,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,9,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,8,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,7,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,6,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,5,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,4,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,3,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,2,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
EpicYoda,1,h,google/t5-v1_1-xxl,sm,32,nf4,256,128,6,3,47.,18.
UnchartedLahmu,10,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,9,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,8,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,7,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,6,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,5,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,4,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,3,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,2,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
UnchartedLahmu,1,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,11,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,10,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,9,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,8,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,7,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,6,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,5,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,4,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,3,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,2,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
EnthrallingPillio,1,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,10,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,9,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,8,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,7,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,6,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,5,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,4,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,3,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,2,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
ElectricManaan,1,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,11,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,10,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,9,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,8,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,7,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,6,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,5,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,4,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,3,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,2,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
DaringUtapau,1,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,11,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,10,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,9,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,8,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,7,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,6,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,5,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,4,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,3,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,2,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
HyperspaceLahmu,1,h,LegendaryAhchTo/21,11,,bf16,128,64,1,3,79.,46.
SerendipitousCrait,10,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,9,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,8,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,7,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,6,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,5,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,4,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,3,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,2,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
SerendipitousCrait,1,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,50.
EnchantingDooku,11,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,10,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,9,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,8,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,7,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,6,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,5,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,4,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,3,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,2,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
EnchantingDooku,1,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,53.
CaptivatingVandor,11,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,10,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,9,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,8,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,7,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,6,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,5,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,4,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,3,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,2,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CaptivatingVandor,1,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,11,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,10,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,9,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,8,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,7,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,6,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,5,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,4,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,3,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,2,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
LimitlessPonda,1,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
EmboldenedJango,11,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,10,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,9,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,8,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,7,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,6,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,5,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,4,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,3,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,2,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
EmboldenedJango,1,h,StalwartLuke/21,13,32,nf4,256,128,6,3,65.,43.
UnchartedPillio,10,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,9,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,8,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,7,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,6,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,5,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,4,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,3,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,2,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnchartedPillio,1,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,80.,46.
UnforgettableCatoNeimoidia,10,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,9,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,8,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,7,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,6,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,5,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,4,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,3,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,2,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
UnforgettableCatoNeimoidia,1,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,11,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,10,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,9,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,8,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,7,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,6,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,5,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,4,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,3,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,2,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
CharismaticDQar,1,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,79.,46.
StalwartLuke,21,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,20,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,19,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,18,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,17,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,16,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,15,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,14,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,13,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,12,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
StalwartLuke,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,67.,40.
CaptivatingDromundKaas,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
CaptivatingDromundKaas,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,65.,50.
StalwartThrawn,11,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,10,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,9,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,8,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,7,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,6,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,5,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,4,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,3,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,2,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
StalwartThrawn,1,h,google/t5-v1_1-xxl,11,,bf16,128,64,1,3,78.,46.
LegendaryAhchTo,21,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,20,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,19,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,18,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,17,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,16,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,15,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,14,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,13,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,12,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,11,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,10,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,9,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,8,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,7,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,6,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,5,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,4,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,3,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,2,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
LegendaryAhchTo,1,h,google/t5-v1_1-xxl,sm,,bf16,128,64,1,3,80.,45.
BoldAhsoka,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,Non,Non
RogueJango,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,64.,58.
IntrepidMalachor,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
IntrepidMalachor,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,38.
MesmerizingEzra,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,256,128,6,3,68.,53.
